v1,cleaned_text,length,label
ham,id onluy matters getting offcampus,5,0
spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,13,1
ham,excellent ill see rileys plans,5,0
ham,see half hour,3,0
spam,youve tkts euro cup final cash collect call b pobox ppm,11,1
ham,ew one,2,0
ham,also hi wesley howve,4,0
ham,ah see lingo let know wot earth finished making,9,0
spam,loan purpose homeowners tenants welcome previously refused still help call free text back help,14,1
spam,updatenow mths half price orange line rental minscall mobileupd calloptoutjq,10,1
ham,imagine life without see fast u searching medont worry lm always disturb u goodnoon,14,0
ham,hm good morning headache anyone,5,0
ham,yeah probs last night obviously catching speak soon,8,0
spam,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit msg free,20,1
ham,might go sch yar e salon v boring,8,0
ham,ltgt mins stop somewhere first,5,0
ham,ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi first wishing u theseyours raj,57,0
ham,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,13,0
ham,didnt get second half message,5,0
ham,wat time u wan meet later,6,0
ham,thank much selflessness love plenty,5,0
ham,film ill call later,4,0
ham,dare change ring,3,0
ham,bad girl lady,3,0
ham,love ya try budget money better babe gary would freak knew,11,0
ham,part dont initiate dont understand,5,0
ham,finished lunch already u wake already,6,0
ham,still game,2,0
ham,got tallent wasting,3,0
ham,record one night,3,0
ham,also sir sent email log usc payment portal ill send another message explain things back home great weekend,18,0
ham,gonna let know cos comes bak holiday day coming dontgettext number,11,0
ham,jokin lar depends phone father get lor,7,0
ham,aight lemme know whats,4,0
ham,get ready ltgt inches pleasure,5,0
ham,rajipls favour pls convey birthday wishes nimya pls today birthday,10,0
ham,ok feel like john lennon,5,0
ham,cos darren say considering mah ask,6,0
ham,bothering trust answers pls,4,0
ham,wishing family merry x mas happy new year advance,9,0
ham,one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt,36,0
ham,aight time want come,4,0
ham,slaaaaave must summon time dont wish come anymore,8,0
ham,bill thats bad,3,0
ham,let know changes next hrs even appendix age range however impossible chill let know hrs,15,0
ham,hello yeah ive got bath need hair ill come im done yeah,12,0
ham,hows weather,2,0
ham,ok much though hm friday cant wait dunno wot hell im gonna another weeks become slob oh wait already done,20,0
ham,die e toot fringe,4,0
ham,lol dont know awesome phone could click delete right want,10,0
ham,ok,1,0
ham,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,14,0
ham,please leave topicsorry telling,4,0
ham,pls send correct name da,5,0
ham,happened yo date,3,0
spam,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkentp,18,1
ham,webpage available,2,0
ham,woke yeesh late didnt fall asleep til ltgt,8,0
spam,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,12,1
ham,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,22,0
ham,kkfrom tomorrow onwards started ah,5,0
ham,u talking bout early morning almost noon,7,0
ham,fine remember,2,0
spam,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost p,20,1
ham,ok many buy,3,0
ham,sounds good keep posted,4,0
spam,get brand new mobile phone agent mob plus loads goodies info text mat,13,1
ham,ok april cant wait,4,0
ham,boy best get yo ass quick,6,0
ham,ay wana meet sat wkg sat,6,0
ham,im wait till bus pick,5,0
ham,apart one told yesterday,4,0
ham,ok lor buy wat,4,0
ham,somebody go andros steal ice,5,0
ham,know didt msg recently,4,0
ham,take us shopping mark distract isaiahd,6,0
ham,mum hope great day hoping text meets well full life great day abiola,13,0
ham,sense foot penis,3,0
ham,okay thought expert,3,0
ham,deep sigh miss really surprised havent gone net cafe yet get dont miss,13,0
ham,ssi thinl role like sachinjust standing others hit,8,0
ham,great trip india bring light everyone project everyone lucky see smile bye abiola,13,0
ham,importantly discuss u,3,0
ham,kkhow training process,3,0
ham,ok lor ned go toa payoh return smth u wan send wat,12,0
ham,da car park,3,0
ham,wish holding tightly making see important much mean much need life,11,0
ham,asked hows anthony dad bf,5,0
ham,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,20,0
ham,todaysundaysunday holidayso work,3,0
ham,going take bath ill place key window,7,0
spam,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,17,1
ham,dear take care reaching homelove u lot,7,0
ham,staffsciencenusedusgphyhcmkteachingpc,1,0
ham,emigrated something ok maybe bit hopeful,6,0
ham,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,13,0
ham,walked moms right stagwood pass right winterstone left victors hill address ltgt,12,0
ham,yo jp hungry like mofo,5,0
ham,creepy crazy,2,0
ham,ok din get ur msg,5,0
ham,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,12,0
ham,pathaya enketa maraikara pa,4,0
ham,even friend priest call,4,0
ham,u lousy run already come back half dead hee,9,0
ham,thats said bad dat e gals know u wat u,10,0
ham,remind hrs,2,0
ham,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,26,0
ham,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,18,0
ham,hello hun ru way im good dates guy met walkabout far meet soon hows everyone else,16,0
ham,lol gonna last month cashed left ltgt case collecting week cause announced blog,13,0
spam,good luck draw takes place th feb good luck removal send stop customer services,14,1
ham,short cute good person,4,0
ham,havent decided yet eh,4,0
ham,wat time liao still got,5,0
ham,yes watching footie worried going blow phil neville,8,0
ham,wait inside da car park,5,0
ham,uncle abbey happy new year abiola,6,0
ham,free call pa,3,0
ham,r u saying order slippers cos pay returning,8,0
ham,stop knowing well,3,0
ham,good evening roger,3,0
ham,small problem auctionpunj asking tiwary,5,0
spam,free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,17,1
ham,telling tell one treat hi hi hi,7,0
ham,uncles atlanta wish guys great semester,6,0
spam,st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokiap polyp,17,1
ham,u coming pick,3,0
ham,thats cool liked photos sexy,5,0
ham,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,13,0
ham,haha better late ever way could swing,7,0
ham,ok finish,2,0
spam,lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto,14,1
ham,ive barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch,16,0
ham,messages food,2,0
ham,ok going sleep hope meet,5,0
ham,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,18,0
ham,let know details fri u find cos im tom fri mentionned chinese thanks,13,0
ham,youre right think,3,0
ham,wat r u,3,0
ham,ur lecture,2,0
spam,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs p inc vat cancel text stop,21,1
ham,customer place call,3,0
ham,planned yet going join company jan onlydon know happen,9,0
ham,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,25,0
ham,haha heard text youre around,5,0
ham,ill get tomorrow send,4,0
ham,shit babe thasa bit messed upyeh,6,0
ham,oh thats late well good night give u call tomorrow iam going go sleep night night,16,0
ham,cheers u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots loveme xxxxx,22,0
ham,sorry meeting ill call later,5,0
ham,yo howz u girls never rang india l,8,0
ham,yeah worse,2,0
spam,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx,17,1
ham,tagged friends seemed count friends,5,0
spam,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx,20,1
ham,ok,1,0
ham,long time remember today,4,0
ham,havent shopping lor juz arrive,5,0
ham,thank u better work cause feel used otherwise,8,0
ham,challenge know,2,0
ham,much ur hdd casing cost,5,0
ham,mystery solved opened email hes sent another batch isnt sweetie,10,0
ham,cant describe lucky im actually awake noon,7,0
spam,nd time tried contact u u prize claim call b tcsstop sms ppm,13,1
ham,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,18,0
ham,cheers card time year already,5,0
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb k,15,1
ham,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,16,0
ham,ugh hopefully asus ppl dont randomly reformat,7,0
ham,havent seen facebook huh lol,5,0
ham,mah b ill pick tomorrow,5,0
ham,still otside leu come morrow maga,6,0
ham,u still plumbers tape wrench could borrow,7,0
spam,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukreward tscs apply,12,1
ham,vl bcum difficult,3,0
spam,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,15,1
ham,havent still waitin usual come back sch oredi,8,0
ham,meeting da call,3,0
ham,k k watch films,4,0
ham,cinema plus drink appeal tomo fr thriller director like mac,10,0
ham,size elephant tablets u shove um ur ass,8,0
ham,many people seems special first sight remain special till last sight maintain till life ends take cr da,18,0
ham,parents kidz friends n colleagues screaming surprise waiting sofa naked,10,0
ham,dunno juz askin cos got card got salon called hair sense tot da one cut ur hair,17,0
ham,good morning pookie pie lol hope didnt wake u,9,0
ham,maybe woke fucking wouldnt problem,5,0
ham,happy birthday youdearwith lots loverakhesh nri,6,0
ham,howz persons story,3,0
spam,nd time tried contact u u pound prize claim easy call p per min btnationalrate,15,1
ham,x ltgt going get,4,0
ham,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning,20,0
spam,ur awarded city break could win summer shopping spree every wk txt store skilgmetscswinawkageperwksub,14,1
ham,ur paper today e morn aft,6,0
ham,lick every drop ready use mouth well,7,0
ham,expect whenever text hope goes well tomo,7,0
ham,great p diddy neighbor comes toothpaste every morning,8,0
ham,av new number wil u use oneta,7,0
ham,poking man everyday teach canada abi saying hi,8,0
ham,lor change suntec wat time u coming,7,0
ham,deam seeing online shop asked,5,0
ham,curious cuz asked,3,0
ham,nicenicehow working,2,0
ham,okay lor wah like def wont let us go haha say terms conditions,13,0
ham,haha yup hopefully lose kg mon hip hop go orchard weigh,11,0
ham,shes good r u working,5,0
ham,oh yes ive little weather ive kind coccooning home,9,0
ham,home also,2,0
ham,phone weirdest auto correct,4,0
ham,oops phone died didnt even know yeah like better,9,0
ham,havent mus ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap,24,0
ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,16,0
ham,oh yeahand hav great time newquaysend postcard look girls im goneu know im talkin boutxx,15,0
ham,got divorce lol shes,4,0
ham,whats ur pin,3,0
ham,babe got enough money pick bread milk ill give back get home,12,0
ham,want snow freezing windy,4,0
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,15,1
ham,come mahal bus stop ltdecimalgt,5,0
ham,knowthis week im going tirunelvai da,6,0
ham,baby promise treat well bet take good care,8,0
ham,like hotel dusk game think solve puzzles area thing,9,0
spam,thanks ringtone order reference number x mobile charged tone arrive please call customer services,14,1
ham,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,15,0
ham,well must pain catch,4,0
