v1,cleaned_text,length
ham,thanks honey great day,4
ham,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,14
ham,good night dear sleepwellamptake care,5
ham,ask dad pick lar wan stay meh,7
ham,jus chillaxin,2
ham,hey das cool iknow wellda peril studentfinancial crisisspk u lr,10
ham,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning,14
spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,15
ham,whats coming hill monster hope great day things r going fine busy though,13
ham,joys father john john joys father u ans ths hav ltgt iq tis ias question try answer,17
ham,ill obey,2
ham,didnt search online let know,5
ham,need go get,3
ham,pic please resend,3
ham,remains bro amongst bros,4
ham,uhhhhrmm isnt tb test bad youre sick,7
ham,haf enuff space got like mb,6
spam,life never much fun great came made truly special wont forget enjoy one gbpsms,14
spam,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply,17
spam,valued customer pleased advise following recent review mob awarded bonus prize call,12
spam,welcome please reply age gender begin eg,7
spam,freemsg month unlimited free calls activate smartcall txt call subscriptngbpwk unlimited calls help stoptxt stop landlineonly,16
spam,mobile mths update latest orange cameravideo phones free save free textsweekend calls text yes callback orno opt,17
spam,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl,23
ham,true easier,2
ham,sure since parents working tuesday dont really need cover story,10
ham,haha okay today weekend leh,5
ham,hi darlin youphone im athome youwanna chat,7
ham,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,15
ham,youve always brainy one,4
ham,yeah get random dude need change info sheets party ltgt never study safe,13
spam,camera awarded sipix digital camera call fromm landline delivery within days,11
ham,christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas,11
ham,sending greetings joy happiness gr evening,6
ham,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx,11
ham,india win level series means record,6
ham,plan,1
ham,good hear,2
ham,awesome deal gate charles told last night uh yeah,9
ham,time thinkin goin,3
spam,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs,18
spam,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend,12
ham,board working fine issue overheating also reslove still software inst pending come around clock,14
ham,yes dont care cause know,5
ham,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,12
ham,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer,23
ham,sitting ard nothing lor u leh busy w work,9
ham,ltgt k oh send home sale,6
ham,sorry mail,2
ham,ya telling abt tht incident,5
ham,yes outside like hours called whole family wake cause started,10
ham,ugh got outta class,4
ham,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,22
ham,dont file bagi work called mei tell find anything room,10
ham,need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb u liao u cleaning ur room,24
ham,ok ill right later,4
ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni,20
ham,lunch come quickly open door,5
spam,heard u call night knickers make beg like u last time xx luv nikiyunet,14
ham,back bit long cos accident divert via wadebridgei brilliant weekend thanks speak soon lots love,15
ham,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,24
spam,bloomberg message center wait apply future httpcareers bloombergcom,8
ham,seeking lady street freak sheets,5
ham,phone,1
ham,haha figures well found piece priscillas bowl,7
ham,actually fuck whatever find excuse tampa point january though,9
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim validhrs,14
ham,yay finally lol missed cinema trip last week,8
ham,day working dayexcept saturday sunday,5
ham,aathiwhere dear,2
ham,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,25
ham,think im waiting bus inform get ever get,8
ham,getting back time soon,4
ham,hows things quick question,4
ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,20
ham,probably come everybodys done around ltgt right,7
ham,got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended,19
ham,ask around theres lot terms mids,6
ham,sure check yahoo email sent photos yesterday,7
ham,looking,1
ham,wherres boytoy,2
spam,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow,16
ham,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,16
ham,tell bad character u dnt lik ill try change ltgt add tat new year resolution waiting ur replybe frankgood morning,20
ham,noi got rumour going buy apartment chennai,7
ham,yeah probably earlier,3
ham,change windows logoff sound,4
ham,still checked da,3
ham,im also came room,4
ham,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale,14
ham,ok,1
ham,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free,14
ham,cool text head,3
spam,contacted dating service someone know find call land line poboxwtgp,10
spam,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text,15
ham,happy birthday may u find ur prince charming soon n dun work hard,13
ham,oh grand bit party doesnt mention cover charge probably first come first served,13
ham,said went back bed cant sleep anything,7
ham,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,11
spam,dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per,12
ham,says ltgt year old man money im last ltgt still waiting check,12
ham,come ur home,3
ham,free day finish mon n thurs,6
ham,food,1
ham,life alle moneeppolum oru pole allalo,6
ham,nite,1
ham,two fundamentals cool life walk,5
ham,camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks,21
ham,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit js love ya amx,20
ham,saw ron burgundy captaining party boat yeah,7
ham,im serious money base,4
ham,already one guy loving,4
ham,staff placement training amrita college,5
ham,always chat fact need money raise,6
ham,im job profile seems like bpo,6
ham,well give cos said didnt one nighters persevered found one cheap apologise advance somewhere sleep isnt,16
ham,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,30
ham,willing go apps class,4
ham,hanging brother family,3
ham,reach telling dont know,4
ham,hey going quit soon xuhui working till end month,9
ham,im sorry bout last nite wasnt ur fault spouse pmt sumthin u give think u shldxxxx,16
ham,try neva mate,3
ham,yeah thatd pretty much best case scenario,7
ham,free today haf pick parents tonite,6
ham,hey babe far spunout spk da mo dead da wrld sleeping da sofa day,14
ham,send naughty pix,3
spam,winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe,10
spam,xmas new years eve tickets sale club day till pm thurs fri sat night week theyre selling fast,18
ham,tyler getting th leave long get like hour,8
ham,prepare pounded every night,4
ham,actually mobile full msg work online need send ltgt sent msg wil explain u later,15
ham,sorry ill call later,4
ham,good evening,2
ham,im home please call,4
ham,oic cos n sis got lunch today dad went dunno whether eat sch wat,14
ham,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea,15
ham,pleased inform application airtel broadband processed successfully installation happen within days,11
ham,happen dear silent tensed,4
ham,ill get unless guys want come time sooner,8
ham,coughing nothing,2
ham,come lt n pass lar,5
ham,im e person whos e sms survey,7
ham,lol ok ill try send warned sprint dead slow youll prolly get tomorrow,13
ham,thank meet monday,3
ham,th gower mate r u man good wales ill b back morrow c u wk msg random,17
spam,rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd e yt p per days stop cancel,21
ham,single line big meaning miss anything ur best life,9
ham,got like ltgt get later though get whatever feel like,10
ham,dad wanted talk apartment got late start omw,8
ham,love,1
ham,lol u still feeling sick,5
ham,din tell u jus,4
ham,eyes philosophy,2
spam,next month get upto calls ur standard network charge activate call c wirenet stterms pobox uz cost min mobcudb,19
ham,ok lor im town lei,5
ham,alreadysabarish asked go,3
ham,da vijay going talk jaya tv,6
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim j po boxcpm,16
ham,lol know hey someone great inpersonation flea forums love,9
spam,text banneduk see cost p textoperator gga xxx,8
ham,still chance search hard get itlet try,7
spam,auction round highest bid next maximum bid bid send bids e g bid good luck,15
ham,always celebrate nys family,4
ham,know taj mahal symbol love lesser known facts mumtaz shahjahans th wife wifes shahjahan killed mumtazs husband marry mumtaz died ltgt th delivery married mumtazs sister question arises hell love great hari,32
ham,okcome home vl nice meet v chat,7
spam,collect valentines weekend paris inc flight hotel prize guaranteed text paris wwwrtfsphostingcom,12
ham,sent de webadres geting salary slip,6
ham,shes fine sends greetings,4
spam,customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt tc pmtmsg,14
ham,dint touch,2
ham,yup leaving right back soon,5
spam,wont believe true incredible txts reply g learn truly amazing things blow mind ofwd ptxt,15
ham,yeah sure ill leave min,5
ham,one teach ship cars,4
ham,sign maturity start saying big things actually start understanding small things nice evening bslvyl,14
ham,yeah confirmed staying weekend,4
ham,said dun haf passport smth like dat juz send email account,11
ham,multiply numbers independently count decimal points division push decimal places like showed,12
ham,lovely night wake see message hope smile knowing great morning,10
ham,ard lor,2
ham,right meanwhile hows project twins comin,6
ham,sent maga money yesterday oh,5
spam,hi ibh customer loyalty offer new nokia mobile txtauctiontxt wordstart get nowt,12
